ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
4509,FL-2017-000107-NPL,Nepal,,83.8784,27.9409,64676.5,8/11/17,8/26/17,News,62,1500,Monsoonal Rain,1.5
4510,,USA,,-95.3388,30.1135,336227.02,8/25/17,8/26/17,News,0,0,Tropical Storm Harvey,2
4511,,Sudan,South Sudan,29.6159,9.42341,986533.98,8/22/17,8/26/17,News,0,0,Heavy Rain,1
4512,,Uganda,,33.0057,2.72692,59267.62,8/24/17,8/26/17,News,0,2000,Heavy Rain,1
4513,,Northern Ireland,Ireland,-7.7468,54.3667,29170.95,8/22/17,8/26/17,News,0,100,Torrential Rain,1.5
4514,,USA,,-94.646,39.1877,4765.56,8/22/17,8/26/17,News,1,36,Torrential Rain,1.5
4515,TC-2017-000120-CHN,China,,114.139,22.3851,19073.59,8/23/17,8/26/17,News,16,0,Tropical Storm Hato,2
4516,TC-2017-000132-CUB,USA,Cuba,-81.6252,28.5942,219532.85,9/8/17,9/19/17,News,84,3000,Tropical Storm Irma,2
4517,FL-2017-000126-NGA,Nigeria,,9.44993,8.16896,86946.56,9/1/17,9/19/17,News,0,10000,Heavy Rain,1
4518,TC-2017-000131-VNM,Vietnam,Philippines,108.139,15.5076,84598.57,9/15/17,9/19/17,News,4,116000,Tropical Storm Doksuri,2
4520,,Japan,,139.808,37.0621,175093.97,9/17/17,9/19/17,News,2,4000,Tropical Storm Talim,1.5
4519,,Niger,,4.40226,14.6173,184437.33,8/26/17,9/15/17,News,44,40000,Heavy Rain,1
4521,,Italy,,10.7366,43.0645,1332.63,9/10/17,9/14/17,News,6,0,Torrential Rain,1.5
4522,,Croatia,,15.5739,44.0041,2047.01,9/11/17,9/14/17,News,0,0,Torrential Rain,1.5
4523,TC-2017-0000136-ATG,USA,Virgin Islands,-77.1771,21.4518,49677.14,9/19/17,10/7/17,News,10,0,Tropical Storm Maria,2
4524,TC-2017-000148-NIC,Nicaragua,USA,-91.2314,31.1039,464442.54,10/6/17,10/7/17,News,22,10000,Tropical Storm Nate,1.5
4525,,Mexico,,-98.308,23.9167,57674.59,9/26/17,10/7/17,News,2,800,Heavy Rain,1.5
4526,,China,,113.645,29.6123,283444.21,9/24/17,10/7/17,News,8,20000,Heavy Rain,1.5
4527,,Philippines,,123.171,10.5659,10299.67,9/22/17,9/24/17,News,0,400,Torrential Rain,1
4528,,Greece,,25.8425,40.1622,254.371,9/25/17,9/26/17,News,0,0,Torrential Rain,1.5
4529,,Thailand,,100.679,14.5935,101670.34,10/15/17,11/8/17,News,10,1000,Heavy Rain,1.5
4530,,South Africa,,30.4719,-29.8996,13534.74,9/9/17,9/12/17,News,8,0,Torrential Rain,1
4531,FL-2017-000160-HND,Nicaragua,Honduras,-87.8662,14.2919,322532.9,10/27/17,11/8/17,News,5,150,Heavy Rain,1.5
4532,,India,,79.0039,10.489,50536.26,10/30/17,11/8/17,News,4,4000,Heavy Rain,1.5
4533,TC-2017-000159-VNM,Vietnam,,108.572,12.9288,52429.68,11/4/17,11/8/17,News,89,35000,Tropical Storm Damrey,2
4534,,Malaysia,,101.026,5.2466,37944,11/3/17,11/8/17,News,7,10000,Heavy Rain,2
4535,,Australia,,149.919,-23.4884,140813.2,10/16/17,10/18/17,News,1,0,Torrential Rain,1
4536,,Bulgaria,,26.5477,42.2012,18169.84,10/24/17,10/26/17,News,3,0,Torrential Rain,1
4537,,Colombia,,-74.2573,3.12814,50404.63,11/7/17,11/10/17,News,4,200,Heavy Rain,1.5
4538,,Indonesia,,109.117,-7.22858,27067.56,11/3/17,11/11/17,News,9,12000,Heavy Rain,1
4539,,Sri Lanka,,80.637,8.60428,22923.3,11/3/17,11/13/17,News,0,1700,Heavy Rain,1
4540,,Greece,,23.529,38.2606,2571.04,11/14/17,11/15/17,News,16,0,Torrential Rain,1
4541,,Vietnam,,108.399,11.6644,27646.32,11/19/17,11/24/17,News,4,35000,Tropical Depression,1
4542,,Saudi Arabia,,39.3648,22.7069,181054.82,11/21/17,11/22/17,News,3,50,Torrential Rain,1
4543,,United Kingdom,Ireland,-6.85603,53.1025,29421.03,11/22/17,11/26/17,News,0,100,Heavy Rain,1
4544,,Indonesia,,111.517,-7.52729,46292.08,11/27/17,11/29/17,News,11,4000,Tropical Storm Cempaka,1
4545,,Malaysia,,102.362,5.22121,30370.85,11/25/17,11/29/17,News,2,13000,Heavy Rain,1
4546,,Thailand,,100.184,8.34648,77766.75,11/25/17,12/17/17,News,5,0,Heavy Rain,1
4547,,Unitd Kingdom,Ireland,-1.88259,54.1661,40143.76,11/22/17,11/25/17,News,0,100,Heavy Rain,1.5
4548,FL-2017-000-174-ALB,Albania,,15.2152,44.8847,10463.39,11/30/17,12/4/17,News,1,4000,Torrential Rain,1.5
4549,,Australia,,144.772,-36.0305,128861.85,12/1/17,12/5/17,News,0,50,Heavy Rain,1
4550,TC-2017-000172-LKA,Sri Lanka,,80.7359,7.76105,52052.79,11/29/17,12/4/17,News,13,5000,Tropical Storm Ockhi,1.5
4551,,Italy,,10.5881,45.457,27560.36,12/12/17,12/13/17,News,0,1000,Heavy Rain,1.5
4552,TC-2017-000180-PHL,Philippines,,125.559,8.89113,47769.01,12/16/17,12/19/17,News,27,230000,Tropical Storm Kai-Tak,1.5
4553,,Malawi,,34.1563,-13.9097,11840.41,12/16/17,12/19/17,News,6,0,Torrential Rain,1
4554,,Oman,United Arab Emirates,55.9677,24.3598,50430.4,12/16/17,12/17/17,News,3,200,Torrential Rain,1
4555,TC-2017-000182-PHL,Phillipines,,125.295,8.44529,49721.14,12/22/17,12/27/17,News,160,140000,Tropical Storm Tembin,2
4556,,Democratic Republic of Congo,,15.1162,-4.35476,5597.13,1/3/18,1/5/18,News,37,0,Torrential Rain,1.5
4557,,Ireland,United Kingdom,-1.18977,49.2312,103273.7,1/2/18,1/4/18,News,2,0,Storm Surge Eleanor,1.5
4558,,Malaysia,,102.337,3.65883,117492.07,1/1/18,1/5/18,News,2,12000,Monsoonal Rain,1.5
4559,TC-2018-0000001-MDG,Madagascar,,47.5302,-20.2392,166873.67,1/5/18,1/8/18,News,6,15000,Tropical Storm Ava,1.5
4560,,USA,,-118.4,33.8689,12771.17,1/9/18,1/11/18,News,15,1200,Torrential Rain,2
4561,,Mauritius,Reunion,55.5594,-21.1105,4748.54,1/18/18,1/21/18,News,0,223,Tropical Storm Berguitta,1
4562,,Paraguay,,-57.5988,-25.312,2924.11,1/13/18,1/22/18,News,0,5000,Heavy Rain,1
4563,,United Kingdom,Ireland,-3.97342,52.468,28304.83,1/21/18,1/22/18,News,0,30,Torrential Rain,1
4564,,Mozambique,,38.8205,-14.5323,186617.34,1/14/18,2/21/18,FloodLIst and GLIDE,14,28000,Heavy Rain,1.5
4565,,Burundi,,29.987,-3.46966,18675.08,1/14/18,1/24/18,FloodList,0,2000,Heavy Rain,1
4566,,France,,1.60624,48.5107,72015.73,1/24/18,1/29/18,FloodList,0,1000,Heavy Rain,1.5
4567,,Malaysia,,113.447,3.13294,74295.74,2/3/18,2/12/18,FloodList,0,4900,Heavy Rain,1
4568,,Malta,,14.4729,35.8663,139.894,2/10/18,2/11/18,FloodList,0,0,Torrential Rain,1.5
4569,FL-2018-000014-ARG,Argentina,,-63.2465,-24.4842,234622.64,2/1/18,2/21/18,FloodList and News,0,10000,Heavy Rain,1.5
4570,,Malawi,,33.847,-10.3514,25660.35,2/1/18,2/14/18,FloodList,1,300,Heavy Rain,1
4571,,USA,,-84.2042,37.4097,49388.31,2/10/18,2/12/18,News,0,100,Heavy Rain,1
4572,,New Zealand,,171.421,-43.2597,85442.75,2/20/18,2/21/18,FloodList,0,0,Tropical Storm Gita,1
4573,FL-2018-000018-MOZ,Mozambique,,33.5748,-24.7196,97822.73,2/19/18,2/21/18,FloodList,17,300,Heavy Rain,1
4574,,Australia,,123.146,-19.7321,332481.35,2/18/18,2/21/18,FloodList,0,0,Tropical Storm Kelvin,1
4575,,USA,,-86.0243,41.9359,71930.31,2/19/18,2/21/18,News,2,50,Heavy Rain and Snowmelt,1.5
4576,,Brazil,,-44.095,-22.5479,55138.95,2/14/18,2/16/18,FloodList,4,0,Torrential Rain,1.5
4577,FL-2018-000015-BOL,Bolivia,,-64.0135,-14.4053,245647.66,2/10/18,2/21/18,News,6,12000,Heavy Rain,1.5
4578,,Kazakhstan,,81.4783,47.3808,331425.24,3/9/18,3/14/18,FloodList,0,400,Heavy Rain and Snowmelt,1
4579,,Australia,,145.218,-17.0152,105583.27,3/5/18,3/26/18,FloodList,0,100,Heavy Rain,1.5
4580,,Albania,,19.9412,40.8656,10316.95,3/7/18,3/14/18,FloodList,0,800,Heavy Rain and Snowmelt,1
4581,,Croatia,Bosnia and Herzegovina,16.9472,44.7349,27949.77,3/10/18,3/14/18,FloodList,0,10,Heavy Rain and Snowmelt,1
4582,,New Zealand,,176.614,-39.3449,12115.58,3/7/18,3/10/18,FloodList,0,0,Torrential Rain,1.5
4583,,Greece,,22.5392,39.6868,4560.39,2/26/18,3/2/18,FloodLIst,0,30,Heavy RAin,1
4584,,Indonesia,,118.569,-8.49749,3938.29,3/5/18,3/6/18,FloodList,0,3000,Torrential Rain,1.5
4585,,Malawi,,34.3666,-14.9262,60622.11,3/3/18,3/14/18,FloodList,0,200,Heavy Rain,1
4586,,Angola,,16.007,-11.2471,462991.06,3/1/18,3/14/18,FloodList,8,3000,Heavy Rain,1.5
4587,,Romania,,24.9888,45.9459,24192.62,3/14/18,3/16/18,FloodList,0,400,Heavy Rain and Snowmelt,1
4588,,South Africa,,28.6261,-25.8323,57945.45,3/22/18,3/24/18,FloodLIst,0,0,Torrential Rain,1.5
4589,,USA,,-121.122,37.9118,51513.38,3/21/18,3/24/18,FloodList,0,30000,Heavy Rain,1.5
4590,,Madagascar,,47.8271,-16.6692,258959.03,3/16/18,3/23/18,FloodList,17,6000,Tropical Storm Eliakim,1.5
4591,,Brazil,,-48.6231,-24.206,131278.34,3/20/18,3/22/18,FloodList,3,1000,Torrential Rain,1
4592,,Uruguay,,-56.442,-33.7238,54636.92,3/18/18,3/20/18,FloodList,0,70,Heavy Rain,1
4593,,Dominican Republic,,-70.9541,19.6636,3227.68,3/15/18,3/20/18,FloodList,0,0,Torrential Rain,1.5
4594,,USA,,-88.1137,38.2921,58373.43,4/3/18,4/8/18,FloodList,0,12,Torrential Rain,1.5
4595,,Argentina,Chile,-70.276,-52.9076,30965.78,4/3/18,4/6/18,FloodList,0,50,Torrential Rain,1.5
4596,,Russia,,84.5959,52.8826,172029.58,3/26/18,3/31/18,FloodList,0,1029,Heavy Rain and Snowmelt,1
4597,,Greece,Bulgaria,26.6714,41.5317,12826.2,3/25/18,4/8/18,FloodList,0,0,Heavy Rain,1.5
4598,,Tanzania,,39.2164,-7.0694,7629.55,4/14/18,4/17/18,FloodList,9,0,Heavy Rain,1
4599,,Malawi,,34.0202,-11.1575,37319.62,4/11/18,4/17/18,FloodList,4,1000,Heavy Rain,1.5
4600,,Spain,,-0.967082,42.1165,54743.52,4/12/18,4/17/18,FloodList,1,0,Heavy Rain and Snowmelt,1.5
4601,,USA,,-159.489,22.1409,623.434,4/14/18,4/17/18,FloodList,0,0,Heavy Rain,1
4602,,Burundi,,29.6406,-4.01486,8958.54,4/28/18,5/1/18,FloodList,0,2576,Torrential Rain,1
4603,,Rwanda,,30.0118,-1.78399,14768.05,4/23/18,4/25/18,FloodList,18,360,Torrential Rain,1.5
4604,,Algeria,,3.21457,33.9069,132888.7,4/24/18,4/28/18,FloodList,6,200,Torrential Rain,1.5
4605,,Kenya,,38.0287,1.8322,265957.28,4/15/18,5/2/18,FloodList,72,211000,Heavy Rain,1.5
4606,,Somalia,,42.3491,1.03603,163422.64,4/23/18,5/2/18,FloodList,5,50000,Heavy Rain,1
4607,,Argentina,,-58.1988,-35.2102,15206.77,2/28/18,4/29/18,FloodList,2,1200,Torrential Rain,1.5
4608,,Israel,Egypt,34.8615,31.1639,17900.1,4/24/18,4/27/18,FloodLIst,12,0,Torrential Rain,1.5
4609,,Netherlands,Belgium,5.86212,50.6905,40284.5,4/29/18,4/30/18,FloodList,5,0,Torrential Rain,1.5
4611,,Sri Lanka,,80.5133,6.86863,19207.5,5/12/18,5/14/18,FloodList,0,0,Torrential Rain,1
4610,,USA,,-112.61,46.3871,55437.8,5/7/18,5/14/18,News,0,195,Heavy Rain and Snowmelt,1
4612,,Canada,USA,-119.241,50.3579,78669.36,5/10/18,5/14/18,FloodList,0,4000,Heavy Rain and Snowmelt,1
4613,,China,,108.795,23.8122,109610.1,5/12/18,5/14/18,FloodList,3,6100,Heavy Rain,1.5
4614,,Australia,,147.147,-42.4539,24539.79,5/10/18,5/13/18,FloodList,0,20,Torrential Rain,1
4615,,Russia,,45.7239,44.1504,24823.02,5/20/18,5/22/18,News,0,0,Torrential Rain,1.5
4616,,Turkey,,35.1337,40.1393,81516.35,5/6/18,5/22/18,News,0,0,Heavy Rain,1.5
4617,,Bangladesh,,92.1303,23.2262,3882.39,5/20/18,5/22/18,News,21,14000,Torrential Rain,1.5
4618,,USA,,-77.9936,37.7166,33123.01,5/10/18,5/22/18,News,0,0,Heavy Rain,1.5
4619,,Sri Lanka,,80.8349,7.73591,41088.17,5/20/18,5/22/18,News,8,0,Monsoonal Rain,1
4620,,Guatemala,,-90.2169,15.8797,67481.61,5/18/18,5/22/18,FloodLIst,1,150,Heavy Rain,1
4621,,Afghanistan,,68.2157,34.9404,184396.9,5/9/18,5/22/18,FloodList,72,4000,Torrential Rain,1.5
4622,,India,,75.4408,14.3584,116730.41,5/29/18,5/30/18,FloodList,3,300,Torrential Rain,1.5
4623,,Uganda,,34.0697,1.36283,10889.53,5/22/18,5/27/18,FloodList,0,600,Heavy Rain,1
4624,,Somalia,Yemen,46.6394,10.6552,355540.32,5/19/18,5/21/18,FloodList,25,8000,Tropical Storm Sagar,1.5
4625,,USA,Cuba,-84.4022,34.0254,221576.46,5/27/18,5/31/18,FloodList,3,23000,Tropical Storm Alberto,1.5
4626,,USA,,-76.8306,39.2531,1507.96,5/27/18,5/28/18,FloodList,1,200,Torrential Rain,2
4627,,Iran,,52.4046,34.9981,53067.28,5/23/18,5/25/18,FloodLIst,1,89,Torrential Rain,1.5
4628,,France,,-3.61464,48.1913,12919.82,6/3/18,6/4/18,FloodList,0,20,Heavy Rain,1
4629,,Spain,,-0.843705,39.6857,48492.05,6/2/18,6/4/18,FloodList,0,10,Heavy Rain,1
4630,,USA,,-79.0823,38.7086,20688.31,6/2/18,6/4/18,FloodLIst,0,0,Heavy Rain,1.5
4631,,Ghana,Ivory Coast,-2.64964,5.59584,58480.1,6/18/18,6/19/18,FloodList,21,115,Torrential Rain,1
4632,,Myanmar,,93.8747,21.9855,98881.34,6/15/18,6/20/18,FloodList,1,1000,Monsoonal Rain,1.5
4633,,USA,,-88.9797,46.6721,10654.03,6/16/18,6/19/18,FloodLIst,0,0,Torrential Rain,1
4634,,India,,93.3551,26.8948,209440.59,6/12/18,6/20/18,FloodList,20,800000,Monsoonal Rain,1.5
4635,,China,Vietnam,115.575,24.0089,138371.3,6/2/18,6/10/18,FloodList,0,73000,Tropical Storm Ewiniar,1.5
4636,,New Zealand,,177.335,-39.1965,21531.57,6/11/18,6/13/18,FloodList,0,500,Heavy Rain,1.5
4637,,USA,,-93.3593,41.964,13708.59,6/20/18,7/2/18,FloodList,1,100,Heavy Rain,1.5
4638,,Ghana,,-1.70939,6.78596,23280.81,6/28/18,7/2/18,FloodList,5,500,Heavy Rain,1.5
4639,,Sudan,,27.3642,10.7634,210194.29,6/18/18,6/27/18,FloodList,0,2500,Torrential Rain,1
4640,,India,Pakistan,75.1439,33.3752,25994.04,6/25/18,7/11/18,FloodList,3,0,Monsoonal Rain,1
4641,,India,,73.783,20.9795,57211.12,6/22/18,7/2/18,FloodList,20,0,Monsoonal Rain,1
4642,,Bulgaria,Romania,23.9001,42.6984,78520.26,6/28/18,7/2/18,FloodLIst,0,2100,Torrential Rain,1.5
4643,,Japan,,137.895,35.6504,109672.31,7/5/18,7/11/18,FloodList,80,1500000,Tropical Storm Praipiroon,2
4644,,India,,74.5501,19.5656,116871.19,7/6/18,7/11/18,FloodLIst,1,300,Monsoonal Rain,1.5
4645,,Pakistan,,72.5706,33.3024,148548.16,7/3/18,7/11/18,FloodLIst,6,13,Monsoonal Rain,1
4646,,Nepal,,84.398,28.2382,85852.14,7/1/18,7/11/18,FloodLIst,12,100,Monsoonal Rain,1
4647,,Dominican Republic,USA,-69.7045,19.0183,21589.73,7/9/18,7/11/18,FloodList,0,8000,Tropical Storm Beryl,1
4648,,Liberia,,-10.0479,6.24439,16572.31,7/18/18,7/23/18,FloodList,0,0,Monsoonal Rain,1
4649,,Nigeria,,4.37751,6.60889,62900.45,7/13/18,7/17/18,FloodList,48,0,Torrential Rain,2
4650,,Ivory Coast,,-4.23322,6.11834,58302.36,7/13/18,7/17/18,FloodList,2,200,Torrential Rain,1.5
4651,,USA,,-71.585,42.3869,5095.45,7/17/18,7/19/18,FloodList,0,0,Torrential Rain,1.5
4652,,Cambodia,,104.477,11.9888,24114.89,7/17/18,7/23/18,FloodList,0,6800,Tropical Storm  Son-Tinh,1.5
4653,,Vietnam,,105.925,21.1736,42661.65,7/17/18,7/23/18,FloodList,5,1400,Tropical Storm Son-Tinh,1.5
4654,,Mongolia,,91.4251,47.6723,188249.04,7/11/18,7/19/18,FloodList,0,30,Heavy Rain,1
4655,,China,,104.935,33.4346,525500.08,7/12/18,7/19/18,FloodList,15,100000,Monsoonal Rain,1.5
4656,,India,,75.6883,12.5238,153840.07,7/9/18,7/19/18,FloodList,12,34000,Monsoonal Rain,1.5
4657,,Slovakia,,18.1596,48.701,21244.97,7/18/18,7/20/18,FloodList,0,300,Heavy Rain,1.5
4658,,Laos,,107.137,15.2848,14503.13,7/22/18,7/25/18,News,20,6600,Xe-Pian Xe-Namnoy Dam Break,2
4659,,France,,5.78789,44.4181,56965.28,8/9/18,8/10/18,FloodList,0,1600,Torrential Rain,1.5
4660,,Algeria,,6.40648,22.972,349302.36,8/2/18,8/9/18,FloodList,5,0,Heavy Rain,1.5
4661,,Canada,,-78.9215,43.9405,4707.54,8/7/18,8/9/18,FloodList,0,0,Torrential Rain,1
4662,,Colombia,Venezuela,-68.2941,2.75369,138376.07,7/26/18,9/4/18,FloodList,0,5000,Heavy Rain,1.5
4663,,India,,76.7275,9.39943,24440.47,8/7/18,8/10/18,Flood List,20,1000,Monsoonal Rain,1.5
4664,,Turkey,,40.5211,40.9307,23112.35,8/7/18,8/10/18,FloodList,0,300,Heavy Rain,1.5
4665,,India,,94.1222,27.2914,73328.62,8/2/18,8/10/18,FloodList,0,25000,Monsoonal Rain,1.5
4666,,Myanmar,,95.4336,18.1914,46815.06,7/15/18,8/10/18,FloodList,11,120000,Monsoonal Rain,1.5
4667,,Nigeria,,8.2375,10.4748,257477.37,8/20/18,10/2/18,FloodList,108,148000,Heavy Rain,2
4668,,Sudan,,31.9418,13.487,629241.72,8/1/18,9/4/18,FloodList,23,4500,Heavy Rain,1.5
4669,,USA,,-76.7193,40.2696,25377.62,8/31/18,9/1/18,FloodList,1,0,Torrential Rain,1.5
4670,,USA,,-155.441,19.6689,7451.62,8/22/18,8/31/18,FloodList,0,50,Tropical Storm Lane,2
4671,,Mexico,,-100.733,28.6536,7484.27,9/3/18,9/7/18,FloodList,0,20,Torrential Rain,1
4672,,USA,,-96.91,38.8297,40006.3,9/1/18,9/7/18,FloodList,0,300,Torrential Rain,1.5
4673,,India,,82.4309,25.7354,70859.96,9/1/18,9/7/18,FloodList,20,1000,Monsoonal Rain,1.5
4674,,North Korea,,126.573,38.5309,25734.39,8/24/18,9/6/18,FloodList,76,58000, Heavy Rain and Tropical Storm Soul,1.5
4675,,India,Myanmar,94.7655,26.0513,28864.54,8/15/18,9/7/18,FloodList,11,2000,Monsoonal Rain,1.5
4676,,USA,,-78.9091,35.0642,95203.22,9/15/18,10/2/18,FloodList,12,1500000,Tropical Stom Florence,2
4677,,Venezuela,,-66.5497,10.4257,3147.09,9/25/18,9/28/18,FloodList,2,1000,Torrential Rain,1
4678,,USA,,-84.2042,35.2403,8943.56,9/26/18,9/28/18,FloodList,1,40,Torrential Rain,1.5
4679,,USA,,-73.6264,41.1607,7688.76,9/24/18,9/28/18,FloodList,0,0,Torrential Rain,1.5
4680,,Uruguay,,-55.3038,-32.0875,141701.16,9/29/18,10/2/18,FloodList,4,36,Heavy Rain,1
4681,,Greece,,24.2218,37.6901,61577.88,9/30/18,10/2/18,FloodList,0,0,Storm Zorba,1
4682,,Indonesia,,120.251,-1.01063,11467.68,9/28/18,9/29/18,FloodList,800,17000,Tsunami,2
4683,,Ghana,,-1.06606,9.53755,83997.78,9/1/18,10/2/18,FloodList,34,100000,"Heavy Rain, Dam releases",1.5
4684,,India,,76.6285,31.3414,114348.33,9/23/18,10/2/18,FloodList,28,935,Torrential Rain,1
4685,,Uganda,,34.1934,1.63561,25613.41,10/11/18,10/12/18,FloodLIst,34,0,Torrential Rain,1
4686,,India,,83.3588,17.9,87682.57,10/11/18,10/12/18,FloodList,7,300000,Tropical Storm Titli,1.5
4687,,USA,,-82.0268,33.6279,289139.57,10/10/18,10/12/18,FloodList,0,5000,Tropical Storm Michael,1.5
4688,,Spain,,2.93621,39.591,2882.25,10/9/18,10/11/18,FloodList,5,200,Torrential Rain,1.5
4689,,Sri Lanka,,80.637,6.80639,29246.23,10/2/18,10/4/18,FloodList,9,5000,Torrential Rain,1.5
4690,,Iran,,52.4294,35.6064,340197.41,10/5/18,10/6/18,FloodList,9,143,Torrential Rain,1
4691,,Colombia,,-72.451,11.2344,19329.37,10/5/18,10/21/18,FloodLIst,0,0,Heavy Rain,1
4692,,Tunisia,,9.52416,35.9368,55223.6,10/17/18,10/21/18,FloodList,5,0,Heavy RAin,1.5
4693,,USA,,-98.4317,30.7598,52970.8,10/15/18,10/17/18,FloodList,4,0,Torrential Rain,1.5
4694,,Yemen,Oman,54.5326,18.3109,95755.2,10/14/18,10/17/18,FloodList,3,0,Tropical Storm Luban,1.5
4695,,Mexico,,-105.236,23.7218,284823.97,10/23/18,10/27/18,News Reports,0,0,Tropical Storm Willa,1.5
4696,,USA,,-98.6544,27.8839,83020.68,10/24/18,10/27/18,River Gauging,0,0,Heavy Rain,1
4697,,Russia,,39.1174,45.021,65879.5,10/23/18,10/27/18,FloodList,6,750,Heavy Rain,1.5
4698,,Spain,,-1.63516,38.5458,86600.48,10/18/18,10/22/18,FloodList,1,36,Torrential Rain,1.5
4699,,Italy,Slovenia,12.0233,45.5062,56625.41,10/27/18,11/5/18,FloodList,11,0,Heavy Rain,1
4700,,Indonesia,,99.9864,-0.008989,22664.39,11/1/18,11/7/18,FloodList,4,0,Heavy Rain,1
4701,,Italy,,14.0522,37.4589,21688.55,11/3/18,11/7/18,FloodList,12,200,Torrential Rain,1.5
4702,,Sudan,,36.6183,19.9066,74505.16,11/1/18,11/7/18,FloodList,4,300,Heavy Rain,1
4703,,Paraguay,,-57.0853,-25.3427,97154.2,10/29/18,11/7/18,FloodList,0,10000,Heavy Rain,1
4704,,Vietnam,,107.137,11.491,121111.99,11/24/18,11/29/18,FloodList,1,100000,Tropical Storm Usagi,1
4705,,Iraq,Iran,45.8229,33.0427,256782.99,11/22/18,11/27/18,FloodList,22,3000,Heavy Rain,1.5
4706,,Ecuador,,-77.7214,-1.48156,70607.79,11/24/18,11/28/18,FloodList,9,150,Heavy Rain,1
4707,,Australia,,150.958,-33.2449,61400.25,11/28/18,11/29/18,FloodList,0,0,Torrential Rain,1.5
4708,,Indonesia,,102.708,-1.57238,136439.91,12/5/18,12/10/18,FloodList,9,236,Heavy Rain,1
4709,,Vietnam,,106.568,17.3678,13984.75,12/6/18,12/12/18,FloodList,2,400,Heavy Rain,1.5
4710,,Cyprus,Israel,35.2079,32.7134,14894.88,12/5/18,12/10/18,FloodList,4,0,Heavy Rain,1.5
4711,,USA,,-120.058,35.7787,72393.23,12/5/18,12/10/18,FloodList,0,0,Heavy Rain,1.5
4712,,Thailand,Malaysia,100.609,7.00712,78110.94,1/4/19,1/7/19,FloodList,3,45000,Tropical Storm Pabuk,1.5
4713,,Philippines,,124.99,11.7922,45871.98,12/29/18,1/7/19,FloodList,100,80000,Tropical Storm  Usman,1.5
4714,,Sri Lanka,,80.8597,7.71145,49073.87,12/22/18,12/26/18,FloodList,2,11000,Heavy Rain,1.5
4715,,Indonesia,,105.704,-4.95813,12324.38,12/22/18,12/23/18,FloodList,373,1600,Tsunami,2
4716,,Mozambique,Malawi,35.9997,-17.6038,357274.22,1/9/19,1/11/19,FloodList,20,50,Heavy Rain,1.5
4717,,Saudi Arabia,,41.2948,26.6741,632315.72,1/26/19,1/29/19,FloodList,1,100,Torrential Rain,1
4718,,Philippines,,125.447,7.04402,43546.93,1/26/19,1/29/19,FloodList,0,20000,Heavy Rain,1.5
4719,,Australia,,144.97,-16.2961,51581.36,1/26/19,1/29/19,FloodLIst,0,0,Heavy Rain,1.5
4720,,Brazil,,-44.1,-20.14,9422.72,1/25/19,1/29/19,FloodList,60,0,Dam Break,1.5
4721,,Spain,,-6.22508,43.2839,6802.4,1/22/19,1/25/19,Flood List,4,0,Heavy Rain,1
4722,,Ecuador,,-77.9688,-1.23336,68561.57,2/9/19,2/20/19,FloodList,0,0,Heavy Rain,1
4723,,Greece,,24.8775,35.1357,5175.77,2/12/19,2/18/19,FloodList,4,0,Torrential Rain,1
4724,,Zimbawe,,30.8036,-19.0405,154678.41,2/12/19,2/18/19,FloodList,2,300,Heavy Rain,1.5
4725,,Malawi,Mozambique,34.3171,-14.5296,77812.85,2/11/19,3/27/19,FloodList,900,100000,"Heavy Rain, Tropical Storm Idai",2
4726,,Chile,Peru,-69.2454,-21.9649,272110.34,1/26/19,2/19/19,FloodList,6,600,Heavy Rain,1.5
4727,,USA,,-122.829,38.9788,21540.28,2/25/19,3/4/19,FloodLIst,1,8000,Heavy Rain,1.5
4728,,Israel,Jordan,35.5791,32.5519,3420.54,2/28/19,3/1/19,FloodList,0,0,Torrential Rain,1.5
4729,,Afghanistan,Pakistan,67.0775,31.9907,441236.3,2/26/19,3/2/19,FloodLIst,50,2000,Torrential Rain,1.5
4730,,USA,,-94.448,40.2782,492797.37,3/13/19,4/2/19,FloodList,3,0,"Snowmelt, Heavy Rain, Ice Jams",2
4731,,Brazil,,-46.124,-23.5386,20310.38,3/10/19,3/14/19,FloodList,12,1300,Heavy Rain,1
4732,,South Africa,,30.0489,-30.6556,11617.23,3/12/19,3/15/19,FloodList,3,0,Torrential Rain,1
4733,,New Zealand,,171.297,-42.7638,36524.78,3/25/19,3/27/19,FloodList,1,0,Torrential Rain,1.5
4734,,Iran,Afghanistan,61.5845,30.1346,986684.27,3/17/19,4/2/19,FloodList,101,56000,Heavy Rain and Torrential Rain,1.5
4735,,Peru,,-75.1489,-6.29384,659470.61,3/29/19,4/2/19,FloodList,0,150,Heavy Rain,1
4736,,Paraguay,Bolivia,-57.8276,-22.6654,259389.42,3/15/19,4/2/19,FloodList,0,250,Heavy Rain,1
4737,,Burundi,,29.8881,-3.14741,9362.24,3/23/19,3/29/19,FloodList,0,25,Torrential Rain,1
4738,,Colombia,,-74.9996,5.21079,517907.89,4/1/19,4/20/19,FloodList,10,0,Torrential Rain,1
4739,,China,,113.175,22.8439,73166.82,4/11/19,4/20/19,FloodList,7,0,Heavy Rain,1
4740,,Brazil,,-43.2042,-22.6847,8933.68,4/7/19,4/10/19,FloodList,10,0,Torrential Rain,1
4741,,South Africa,,29.2695,-27.0231,331714.49,4/22/19,4/23/19,FloodList,5,500,Torrential Rain,1.5
